,count,hate_speech,offensive_language,neither,class,tweet
314,3,0,3,0,1,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me"
315,3,0,3,0,1,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe"
316,3,0,3,0,1,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;"
319,3,0,3,0,1,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype"
321,3,0,3,0,1,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""
322,3,1,2,0,1,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh"
323,3,0,3,0,1,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe."
324,3,0,3,0,1,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"
325,3,0,3,0,1,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!"
327,3,0,3,0,1,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol"
329,3,1,2,0,1,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me"
330,3,0,3,0,1,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh"
0,3,0,0,3,2,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
40,3,0,1,2,2,""" momma said no pussy cats inside my doghouse """
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad"
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles"
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!"
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."""
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures."
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha"
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs"
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?"
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
183,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"
188,3,0,1,2,2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept."
189,3,0,1,2,2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles"
190,3,0,1,2,2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches."
192,3,0,0,3,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol"
198,6,0,0,6,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"
207,3,0,1,2,2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf"
218,3,0,1,2,2,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""
222,3,0,1,2,2,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo"
223,3,0,1,2,2,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know"
242,3,0,1,2,2,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
243,3,0,1,2,2,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch"
245,3,0,1,2,2,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad"
250,3,0,1,2,2,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
251,3,0,1,2,2,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"
262,3,0,1,2,2,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it"
272,3,0,0,3,2,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man"
277,3,0,0,3,2,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd"""
287,3,0,0,3,2,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP"
318,3,0,0,3,2,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;"""
326,3,0,1,2,2,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha"
328,3,0,1,2,2,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof"
334,3,0,0,3,2,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta"
336,3,0,0,3,2,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby"
341,3,0,0,3,2,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl"""
346,3,0,0,3,2,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P"""
348,3,0,1,2,2,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg"""
356,3,0,0,3,2,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven"
361,3,0,0,3,2,"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook"
369,3,0,0,3,2,"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao"
375,3,0,0,3,2,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?"
377,4,0,0,4,2,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography"
384,3,1,0,2,2,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn"
385,3,0,0,3,2,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!"
389,3,0,0,3,2,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it"
396,6,0,2,4,2,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo"
400,3,1,0,2,2,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT"
402,3,0,0,3,2,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof"
420,3,0,0,3,2,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395"
430,6,0,1,5,2,"""Bae"" sounds like such a ghetto word. Use something else"
434,3,0,0,3,2,"""Brownies for my brownie"" I love this movie. &#128517;"
438,3,0,1,2,2,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS"
455,3,0,0,3,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T"
468,6,0,2,4,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx"
474,3,0,0,3,2,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!"
481,3,0,1,2,2,"""I found a new way to chug you have to open your mouth alot"" #shitallysays"
502,3,0,1,2,2,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd"
518,3,1,0,2,2,"""Is that an albino Mexican?""
""No dad, he's Asian."""
524,3,0,0,3,2,"""Just follow the yellow brick twitter."""
526,3,0,1,2,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod"
532,3,0,1,2,2,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit."
534,3,0,1,2,2,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
546,3,0,0,3,2,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;"
548,3,0,1,2,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
570,3,0,0,3,2,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted"""
571,3,0,0,3,2,"""The water isn't yellow, I'm a healthy student"""
577,3,0,0,3,2,"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"""
580,3,0,0,3,2,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26"
584,3,0,0,3,2,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant"
607,3,0,0,3,2,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians)....."
608,3,0,0,3,2,"""Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"""
621,3,0,1,2,2,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo"
623,3,0,1,2,2,"""You look like little birds help you get dressed in the morning"""
631,3,0,0,3,2,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other."""
646,3,0,1,2,2,"""hick and raver is a venn diagram that has a very large intersection"""
662,3,0,1,2,2,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
670,3,0,0,3,2,#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;
678,3,0,0,3,2,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?
680,3,0,1,2,2,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT"
684,3,1,0,2,2,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy."
686,3,0,0,3,2,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?"
687,3,0,0,3,2,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.
688,6,0,0,6,2,#BlessJesus The #Crown of HIS head to the sole of HIS feet
689,6,0,0,6,2,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?
690,3,0,0,3,2,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong
697,6,0,2,4,2,"#CommonQuestionIGet

Why uou so ghetto?"
708,3,0,1,2,2,"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;"
709,3,0,0,3,2,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous"
712,3,0,0,3,2,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw
713,3,0,0,3,2,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.
714,3,0,0,3,2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
715,3,0,0,3,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
718,3,0,0,3,2,"#FemaleLogic is worse than the jig, I'm convinced"
719,3,0,0,3,2,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees
723,6,0,0,6,2,"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
She said what are fasting,"
724,9,0,0,9,2,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP
725,3,0,1,2,2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
726,3,0,0,3,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........
728,3,0,0,3,2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29
729,3,0,0,3,2,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1"
730,6,0,0,6,2,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses."
735,3,0,0,3,2,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;
736,3,0,0,3,2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers"
740,3,1,0,2,2,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny"
743,3,0,1,2,2,#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it
753,3,0,0,3,2,"#NP ""Centuries"" ~FOB"
755,3,0,0,3,2,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers
756,6,0,0,6,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6
757,3,0,0,3,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
758,6,0,0,6,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
759,3,0,0,3,2,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6
762,3,0,0,3,2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW
763,3,0,0,3,2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers
768,3,0,1,2,2,"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR"
776,3,0,0,3,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
778,3,0,0,3,2,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.
779,3,0,1,2,2,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost
780,3,0,0,3,2,#RuinAComedian @midnight Charlie Lapdance
788,3,0,1,2,2,#Skating is for trash.
794,3,0,0,3,2,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus
795,3,0,0,3,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE
796,3,0,1,2,2,#THEBOONDOCKS at 10:30 my nicca!
797,3,0,0,3,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal
814,9,1,0,8,2,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama
816,3,0,0,3,2,#WhatImCraving Peanut Butter Oreos &lt;3
820,3,0,0,3,2,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!
821,3,0,0,3,2,#Yankees
822,3,0,0,3,2,#Yankees #FireCashman I don't want Arod back.
823,3,0,0,3,2,#Yankees #Jeter Let him play the entire inning. That's fitting.
824,3,0,0,3,2,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!
825,3,0,0,3,2,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN"
826,3,0,0,3,2,#Yankees 6-0. Nine straight hits. Price... Not your night.
827,3,1,0,2,2,#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.
828,3,0,0,3,2,#Yankees Damn. Well Joe that move to the bullpen really helped.
829,3,0,0,3,2,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!
830,3,0,0,3,2,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.
831,3,0,0,3,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.
832,3,0,0,3,2,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!
833,3,0,0,3,2,#Yankees Pineda needed that 6'7. Great play!
834,3,0,0,3,2,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time"
835,3,0,0,3,2,#Yankees got beaten by a thug
836,3,0,0,3,2,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB"
837,3,0,0,3,2,#Yankees wasted Nu&#241;ez's season #rays #mlb
848,3,0,0,3,2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh
852,3,0,1,2,2,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.
853,3,0,0,3,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8
856,3,0,0,3,2,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb"
859,3,0,0,3,2,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!
860,3,0,0,3,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers
863,3,0,1,2,2,"#metal only, honkies!"
867,3,0,0,3,2,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3
868,3,0,0,3,2,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7
869,3,0,0,3,2,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs
872,3,0,0,3,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC
875,3,0,0,3,2,#philhughes @Yankees #nyy better then UR whole team
891,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/XxcdQvzI9t"
892,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/cOfGRtW9br"
921,3,0,1,2,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http://t.co/ZS05enjjwm"
925,3,0,0,3,2,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it
928,3,0,1,2,2,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad
929,3,0,0,3,2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!"
930,3,0,1,2,2,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
931,6,0,1,5,2,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds
933,4,0,1,3,2,#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5
935,3,0,0,3,2,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ
936,3,1,0,2,2,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY."
938,3,0,0,3,2,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0
942,3,0,1,2,2,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!
953,3,0,0,3,2,"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;"
956,3,0,0,3,2,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU
958,3,0,0,3,2,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;
971,3,0,1,2,2,&#128075; hi-ho http://t.co/FiC4FnRutZ
999,3,0,0,3,2,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?
1000,3,0,0,3,2,&#128514;&#128514; mike calls me t-bird @mikemastroccco
1037,3,0,1,2,2,&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig
1040,3,0,0,3,2,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;"
1043,3,0,0,3,2,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;
1052,3,0,0,3,2,&#128553; monkey mad
1071,6,1,0,5,2,&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;
1090,3,0,0,3,2,&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2
1092,3,0,0,3,2,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot
1111,3,0,0,3,2,&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;
1112,3,0,0,3,2,"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird"
1115,3,0,0,3,2,&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.
1117,3,0,0,3,2,&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;
1126,3,0,0,3,2,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me
1132,3,0,0,3,2,&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole
1137,3,1,0,2,2,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @"
1138,3,0,0,3,2,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk
1141,3,0,0,3,2,&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha
1153,3,0,1,2,2,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston
1159,3,0,0,3,2,&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;
1162,3,0,0,3,2,&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf
1173,3,0,0,3,2,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless
1183,3,1,0,2,2,"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy"
1186,3,0,1,2,2,"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight"
1188,3,0,1,2,2,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca
1194,3,0,0,3,2,&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree
1226,3,0,1,2,2,&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.
1227,3,0,0,3,2,&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???
1233,3,0,0,3,2,&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;
1236,3,0,1,2,2,"&#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash"
1249,3,0,0,3,2,&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash
1268,3,0,0,3,2,"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool."
